天數,二次加權,一次,二次平均
Day 3,9870895.499999998137355,9936913.580000000074506,9870895.499999998137355
Day 4,10002225.250000000000000,10066824.369999999180436,10002225.250000000000000
Day 5,10046123.140000000596046,10102365.789999999105930,10046123.140000000596046
Day 6,9935590.730000000447035,10017721.989999998360872,9935590.730000000447035
Day 7,9858944.810000000521541,9948603.989999998360872,9858944.810000000521541
Day 8,9952399.210000000894070,10026256.699999999254942,9952399.210000000894070
Day 9,9967531.509999999776483,10081816.929999999701977,9967531.509999999776483
Day 10,9903523.059999998658895,9997452.929999999701977,9903523.059999998658895
Day 11,10059218.009999999776483,10166287.639999998733401,10059218.009999999776483
Day 12,10114264.889999998733401,10206409.649999998509884,10114264.889999998733401
Day 13,10289273.960000000894070,10334758.269999999552965,10289273.960000000894070
Day 14,10359839.379999998956919,10434510.300000000745058,10359839.379999998956919
Day 15,10430586.199999999254942,10496005.390000000596046,10430586.199999999254942
Day 16,10433694.209999999031425,10496010.119999999180436,10433694.209999999031425
Day 17,10423030.660000000149012,10502846.569999998435378,10423030.660000000149012
Day 18,10812468.109999999403954,10845240.209999999031425,10812468.109999999403954
Day 19,10738121.429999999701977,10785407.750000000000000,10738121.429999999701977
Day 20,10602778.259999999776483,10649579.399999998509884,10602778.259999999776483
Day 21,10623051.419999999925494,10730810.369999999180436,10623051.419999999925494
Day 22,10601635.250000000000000,10692934.339999999850988,10601635.250000000000000
Day 23,10332322.029999999329448,10418815.959999999031425,10332322.029999999329448
Day 24,9932705.570000000298023,10009157.890000000596046,9932705.570000000298023
Day 25,10111732.809999998658895,10240285.539999999105930,10111732.809999998658895
Day 26,10144576.550000000745058,10214890.229999998584390,10144576.550000000745058
Day 27,9636867.250000000000000,9700312.259999999776483,9636867.250000000000000
Day 28,9951357.189999999478459,10028382.799999998882413,9951357.189999999478459
Day 29,10102278.149999998509884,10169205.219999998807907,10102278.149999998509884
Day 30,10066684.829999998211861,10162870.649999998509884,10066684.829999998211861
Day 31,10314059.319999998435378,10376906.250000000000000,10314059.319999998435378
Day 32,10412013.160000000149012,10504180.769999999552965,10412013.160000000149012
Day 33,10374407.660000000149012,10456780.049999998882413,10374407.660000000149012
Day 34,10390612.529999999329448,10489874.889999998733401,10390612.529999999329448
Day 35,10294483.250000000000000,10382001.929999999701977,10294483.250000000000000
Day 36,10287267.019999999552965,10383570.509999997913837,10287267.019999999552965
Day 37,10552888.569999998435378,10650556.499999998137355,10552888.569999998435378
Day 38,10777621.620000001043081,10858663.000000000000000,10777621.620000001043081
Day 39,10713976.220000000670552,10775442.720000000670552,10713976.220000000670552
Day 40,10604845.969999998807907,10681088.160000000149012,10604845.969999998807907
Day 41,10390467.349999999627471,10493545.349999999627471,10390467.349999999627471
Day 42,10459772.109999999403954,10551340.250000000000000,10459772.109999999403954
Day 43,10502766.990000000223517,10600746.639999998733401,10502766.990000000223517
Day 44,10557175.839999999850988,10632244.879999998956919,10557175.839999999850988
Day 45,10567396.769999999552965,10655616.489999998360872,10567396.769999999552965
Day 46,10586251.620000001043081,10686337.410000000149012,10586251.620000001043081
Day 47,10818553.469999998807907,10921935.039999999105930,10818553.469999998807907
Day 48,10790324.730000000447035,10907453.829999998211861,10790324.730000000447035
Day 49,10744424.460000000894070,10804385.049999998882413,10744424.460000000894070
Day 50,10733643.830000000074506,10780011.209999999031425,10733643.830000000074506
Day 51,10698053.469999998807907,10762917.809999998658895,10698053.469999998807907
Day 52,10726088.279999999329448,10796159.980000000447035,10726088.279999999329448
Day 53,10652973.539999999105930,10691586.739999998360872,10652973.539999999105930
Day 54,10810912.209999999031425,10817021.539999999105930,10810912.209999999031425
Day 55,10738804.039999999105930,10744033.969999998807907,10738804.039999999105930
Day 56,10491516.269999999552965,10480326.059999998658895,10491516.269999999552965
Day 57,10310916.539999999105930,10268962.209999999031425,10310916.539999999105930
Day 58,10705534.449999999254942,10756892.129999998956919,10705534.449999999254942
Day 59,10533614.349999999627471,10502591.619999999180436,10533614.349999999627471
Day 60,10370227.019999999552965,10377725.149999998509884,10370227.019999999552965
Day 61,10675734.209999999031425,10661536.269999997690320,10675734.209999999031425
Day 62,10293296.980000000447035,10294723.329999998211861,10293296.980000000447035
Day 63,10511381.519999999552965,10492899.299999998882413,10511381.519999999552965
Day 64,10636515.490000000223517,10662955.500000000000000,10636515.490000000223517
Day 65,10765860.189999999478459,10761418.669999999925494,10765860.189999999478459
Day 66,10444040.829999998211861,10457519.059999998658895,10444040.829999998211861
Day 67,10510417.509999999776483,10523007.619999997317791,10510417.509999999776483
Day 68,10679523.980000000447035,10711208.079999998211861,10679523.980000000447035
Day 69,10631141.019999999552965,10645252.989999998360872,10631141.019999999552965
Day 70,10833303.949999999254942,10846902.449999999254942,10833303.949999999254942
Day 71,10735500.410000000149012,10759007.229999998584390,10735500.410000000149012
Day 72,10796838.849999999627471,10836714.629999998956919,10796838.849999999627471
Day 73,10957463.439999999478459,11012446.209999999031425,10957463.439999999478459
Day 74,10893667.559999998658895,10975360.740000000223517,10893667.559999998658895
Day 75,10774752.419999998062849,10876576.969999998807907,10774752.419999998062849
Day 76,10751546.129999998956919,10826887.459999999031425,10751546.129999998956919
Day 77,10769996.189999999478459,10850905.689999997615814,10769996.189999999478459
Day 78,10706765.719999998807907,10738620.019999999552965,10706765.719999998807907
Day 79,10684288.449999999254942,10698202.369999999180436,10684288.449999999254942
Day 80,11046428.489999998360872,11026525.659999998286366,11046428.489999998360872
Day 81,11071790.689999999478459,11090921.820000000298023,11071790.689999999478459
Day 82,10956713.959999999031425,10937717.229999998584390,10956713.959999999031425
Day 83,11081492.129999998956919,11074346.939999999478459,11081492.129999998956919
Day 84,10984427.140000000596046,10958210.580000000074506,10984427.140000000596046
Day 85,10934178.509999999776483,10936812.150000000372529,10934178.509999999776483
Day 86,11061281.029999999329448,11063842.949999999254942,11061281.029999999329448
Day 87,11197534.119999999180436,11196864.099999999627471,11197534.119999999180436
Day 88,11191307.699999999254942,11180268.740000000223517,11191307.699999999254942
Day 89,11242410.440000001341105,11251462.549999997019768,11242410.440000001341105
Day 90,11286370.769999999552965,11312645.729999996721745,11286370.769999999552965
Day 91,11319616.910000000149012,11331472.879999998956919,11319616.910000000149012
Day 92,11339750.100000001490116,11356170.929999999701977,11339750.100000001490116
Day 93,11301472.750000000000000,11306812.729999998584390,11301472.750000000000000
Day 94,11443188.980000000447035,11408155.149999998509884,11443188.980000000447035
Day 95,11406339.269999999552965,11352303.979999998584390,11406339.269999999552965
Day 96,11426289.649999998509884,11372502.339999999850988,11426289.649999998509884
Day 97,11415826.269999999552965,11400722.009999997913837,11415826.269999999552965
Day 98,11422856.019999999552965,11403085.620000001043081,11422856.019999999552965
Day 99,11512561.820000000298023,11504104.459999999031425,11512561.820000000298023
Day 100,11524225.209999999031425,11502672.459999997168779,11524225.209999999031425
Day 101,11559236.599999999627471,11530384.649999998509884,11559236.599999999627471
Day 102,11434589.080000000074506,11426718.269999999552965,11434589.080000000074506
Day 103,11556632.580000000074506,11545592.029999997466803,11556632.580000000074506
Day 104,11502234.349999999627471,11501594.169999998062849,11502234.349999999627471
Day 105,11690179.599999999627471,11699269.669999998062849,11690179.599999999627471
Day 106,11793190.399999998509884,11802124.459999999031425,11793190.399999998509884
Day 107,11797659.330000000074506,11820601.279999999329448,11797659.330000000074506
Day 108,11949161.009999999776483,11942953.820000000298023,11949161.009999999776483
Day 109,11796838.710000000894070,11781883.890000000596046,11796838.710000000894070
Day 110,11771333.279999999329448,11784570.199999999254942,11771333.279999999329448
Day 111,11693188.530000001192093,11709091.870000001043081,11693188.530000001192093
Day 112,11726436.480000000447035,11741590.129999998956919,11726436.480000000447035
Day 113,11718537.449999999254942,11722285.979999998584390,11718537.449999999254942
Day 114,11803264.429999999701977,11802410.149999998509884,11803264.429999999701977
Day 115,11835432.399999998509884,11789015.819999998435378,11835432.399999998509884
Day 116,11720905.459999999031425,11724355.029999999329448,11720905.459999999031425
Day 117,11597667.089999999850988,11631925.859999999403954,11597667.089999999850988
Day 118,11633170.059999998658895,11687930.160000000149012,11633170.059999998658895
Day 119,11511333.289999999105930,11575319.919999998062849,11511333.289999999105930
Day 120,11529901.169999999925494,11568012.889999998733401,11529901.169999999925494
Day 121,11217763.779999999329448,11275156.099999999627471,11217763.779999999329448
Day 122,11201950.609999999403954,11283366.799999998882413,11201950.609999999403954
Day 123,11029142.039999999105930,11108967.929999999701977,11029142.039999999105930
Day 124,11132447.880000000819564,11218151.199999999254942,11132447.880000000819564
Day 125,11575692.789999999105930,11550004.740000000223517,11575692.789999999105930
result_train_2018_Q3-Q4(2018 Q1).csv,126
Day 1,10000000.000000000000000,10000000.000000000000000,10000000.000000000000000
Day 2,9995683.400000000372529,10005955.900000000372529,10041349.500000000000000
Day 3,10120693.849999999627471,10166699.419999999925494,10195169.640000000596046
Day 4,10200456.970000000670552,10219410.359999999403954,10287792.519999999552965
Day 5,10139721.339999999850988,10111731.790000000968575,10258020.880000000819564
Day 6,10253227.099999997764826,10260317.710000000894070,10304332.320000000298023
Day 7,10160518.720000000670552,10185001.410000000149012,10238173.119999999180436
Day 8,10201524.529999999329448,10230574.000000000000000,10363875.599999999627471
Day 9,10219161.459999999031425,10276472.670000001788139,10401917.140000000596046
Day 10,10217744.949999999254942,10265741.870000001043081,10352297.740000000223517
Day 11,10256380.059999998658895,10292777.429999999701977,10342373.859999999403954
Day 12,10227085.470000000670552,10306845.570000000298023,10410187.039999999105930
Day 13,10150092.859999999403954,10207929.950000001117587,10339065.900000000372529
Day 14,10160410.470000000670552,10205557.190000001341105,10340719.880000000819564
Day 15,10179104.420000001788139,10208736.870000001043081,10368837.539999999105930
Day 16,10222617.330000000074506,10299824.740000000223517,10489578.080000000074506
Day 17,10322273.359999999403954,10419030.269999999552965,10666553.939999999478459
Day 18,10263826.310000000521541,10419011.650000000372529,10587162.900000000372529
Day 19,10284536.199999999254942,10407365.719999998807907,10501155.939999999478459
Day 20,10365747.339999999850988,10492210.300000000745058,10719481.300000000745058
Day 21,10429824.199999999254942,10623387.839999999850988,10894803.180000001564622
Day 22,10385887.169999999925494,10577243.370000001043081,10831951.939999999478459
Day 23,10396510.589999999850988,10641307.890000000596046,10787294.480000000447035
Day 24,10466732.300000000745058,10721142.530000001192093,10904727.060000000521541
Day 25,10501663.539999999105930,10757284.289999999105930,10952692.480000000447035
Day 26,10512181.300000000745058,10794735.330000000074506,11012235.759999999776483
Day 27,10567070.669999999925494,10785273.669999999925494,11030429.539999999105930
